PatientID,GeographyKey,CustomerAlternateKey,Title,FirstName,MiddleName,LastName,BirthDate,MaritalStatus,Gender,Suffix,Mobile,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,City,StateProvinceName,CountryRegion,ZipCode,EnglishEducation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstJoined,CommuteDistance
8061,552,AW00018105,NULL,Destiny,S,Brooks,08-02-1962,M,Male,NULL,9993376881,destiny45@gmail.com,60000,2,1,Monroe,Washington,United States,98272,Partial College,1,1,7820 Blackridge Drive,NULL,564-555-0191,26-03-2013,10+ Miles
8062,298,AW00018106,NULL,Carson,G,Alexander,13-04-1957,M,Male,NULL,9990456860,carson18@gmail.com,60000,2,1,Seattle,Washington,United States,98104,Partial College,1,1,4236 Greenwood Pl.,NULL,867-555-0136,21-04-2013,10+ Miles
8063,302,AW00018107,NULL,Laura,NULL,Liang,09-10-1956,M,Male,NULL,9990838085,laura22@gmail.com,60000,2,1,Bellevue,Washington,United States,98004,Partial College,1,2,6828 Benedict Court,NULL,723-555-0141,03-01-2014,10+ Miles
8064,310,AW00018108,NULL,Colin,NULL,Gao,31-01-1957,M,Male,NULL,9997394156,colin16@gmail.com,60000,2,1,Bellevue,Washington,United States,98004,Partial College,1,2,8085 Sunnyvale Avenue,NULL,919-555-0167,01-09-2013,2-5 Miles
8065,331,AW00018109,NULL,Samuel,NULL,Campbell,26-08-1956,S,Female,NULL,9998823877,samuel37@gmail.com,60000,2,1,Edmonds,Washington,United States,98020,Partial College,1,2,3864 Roanoke Dr.,NULL,737-555-0139,23-02-2013,10+ Miles
8066,337,AW00018110,NULL,Austin,B,Li,20-05-1962,M,Male,NULL,9992526944,austin23@gmail.com,60000,2,1,Bellevue,Washington,United States,98004,Partial College,1,2,4982 Ultra Way,NULL,905-555-0149,03-02-2013,10+ Miles
8067,339,AW00018111,NULL,Timothy,M,Morris,24-05-1962,M,Male,NULL,9991791906,timothy20@gmail.com,70000,4,2,Seattle,Washington,United States,98104,Partial College,0,1,62 Yolanda Circle,NULL,729-555-0119,15-02-2013,1-2 Miles
8068,360,AW00018112,NULL,Sophia,D,Gonzalez,19-11-1956,M,Male,NULL,9991164195,sophia7@gmail.com,70000,4,2,Redmond,Washington,United States,98052,Partial College,1,1,7750 Coastal Blvd.,NULL,261-555-0118,10-06-2013,2-5 Miles
8069,374,AW00018113,NULL,Abigail,NULL,Simmons,26-08-1956,M,Male,NULL,9994150330,abigail67@gmail.com,70000,4,2,Edmonds,Washington,United States,98020,Partial College,1,2,5190 Jacqueline Way,NULL,419-555-0131,07-11-2013,10+ Miles
8070,383,AW00018114,NULL,Alexandria,L,Foster,19-02-1963,S,Female,NULL,9994265300,alexandria16@gmail.com,70000,2,1,Snohomish,Washington,United States,98296,Partial High School,1,2,9174 Jill Ave,NULL,792-555-0113,14-01-2014,10+ Miles
8071,637,AW00018115,NULL,Richard,C,Young,15-06-1958,M,Male,NULL,9994011940,richard19@gmail.com,70000,2,1,Seattle,Washington,United States,98104,Partial High School,1,2,3485 Sands,NULL,257-555-0130,23-11-2013,10+ Miles
8072,54,AW00018116,NULL,Thomas,NULL,Li,09-01-1958,M,Male,NULL,9995250465,thomas29@gmail.com,70000,2,1,Seattle,Washington,United States,98104,Partial High School,1,3,8389 Richard Ave.,NULL,427-555-0142,12-10-2013,2-5 Miles
8073,634,AW00018117,NULL,Fernando,E,Washington,18-01-1969,S,Female,NULL,9992330773,fernando56@gmail.com,60000,2,1,Monroe,Washington,United States,98272,High School,1,2,6739 Rishell Ct.,NULL,467-555-0170,23-12-2013,10+ Miles
8074,58,AW00018118,NULL,Megan,A,Reed,22-10-1957,M,Male,NULL,9999613865,megan31@gmail.com,60000,2,1,Bellevue,Washington,United States,98004,High School,0,2,757 Pine Creek Way,NULL,495-555-0119,29-11-2013,2-5 Miles
8075,310,AW00018119,NULL,Shawn,D,Nath,07-05-1963,M,Male,NULL,9997333629,shawn20@gmail.com,60000,2,1,Everett,Washington,United States,98201,High School,1,2,259 Thames Drive,NULL,756-555-0138,19-10-2013,10+ Miles
8076,299,AW00018120,NULL,Isabella,A,Martin,25-12-1957,M,Male,NULL,9998879867,isabella70@gmail.com,60000,2,1,Seattle,Washington,United States,98104,High School,1,2,4641 Miguel Drive,NULL,145-555-0136,06-09-2013,2-5 Miles
8077,641,AW00018121,NULL,Madeline,NULL,Young,20-10-1974,M,Male,NULL,9994148244,madeline22@gmail.com,60000,2,1,Duvall,Washington,United States,98019,High School,1,2,2293 Boxer Blvd,NULL,622-555-0146,16-09-2013,2-5 Miles
8078,52,AW00018122,NULL,Justin,M,Hughes,31-03-1959,S,Female,NULL,9992078992,justin8@gmail.com,70000,4,3,Newport Hills,Washington,United States,98006,Partial College,1,1,1646 Twinview Drive,NULL,189-555-0112,25-10-2013,10+ Miles
8079,315,AW00018123,NULL,Emily,NULL,Hughes,12-04-1964,M,Male,NULL,9990511042,emily36@gmail.com,70000,4,3,Sammamish,Washington,United States,98074,Partial College,1,1,4044 Sun View Dr.,NULL,374-555-0198,03-03-2013,2-5 Miles
8080,171,AW00018124,NULL,Calvin,NULL,Chander,01-05-1975,M,Male,NULL,9992760466,calvin14@gmail.com,130000,2,3,Seattle,Washington,United States,98104,Bachelors,1,4,Zimmerstr 576,NULL,1 (11) 500 555-0141,16-09-2013,0-1 Miles
8081,178,AW00018125,NULL,Leah,NULL,Cai,13-11-1974,M,Male,NULL,9998373308,leah17@gmail.com,130000,2,3,Monroe,Washington,United States,98272,Bachelors,1,4,Brunnenstr 2411,NULL,1 (11) 500 555-0143,30-12-2011,5-10 Miles
8082,243,AW00018126,NULL,Larry,C,Ortega,09-06-1964,M,Male,NULL,9993705519,larry24@gmail.com,130000,2,4,Kenmore,Washington,United States,98028,Partial College,1,2,32 Sun View Terrace,NULL,1 (11) 500 555-0184,21-11-2012,5-10 Miles
8083,254,AW00018127,NULL,Franklin,K,He,22-03-1964,M,Male,NULL,9993984328,franklin16@gmail.com,130000,2,4,Snohomish,Washington,United States,98296,Partial College,1,2,7084 Catanzaro Way,NULL,1 (11) 500 555-0160,03-11-2012,5-10 Miles
8084,220,AW00018128,NULL,Roberto,D,Suarez,06-06-1963,M,Male,NULL,9996220049,roberto17@gmail.com,90000,2,1,Sammamish,Washington,United States,98074,High School,0,1,"6, route de Marseille",NULL,1 (11) 500 555-0131,15-04-2013,2-5 Miles
8085,207,AW00018129,NULL,Elizabeth,J,Rodriguez,04-12-1962,M,Male,NULL,9992889061,elizabeth24@gmail.com,100000,2,3,Carnation,Washington,United States,98014,Partial College,1,4,"2, rue des Bouchers",NULL,1 (11) 500 555-0195,05-06-2013,5-10 Miles
8086,171,AW00018130,NULL,Kaitlyn,D,Mitchell,08-08-1962,S,Female,NULL,9995082649,kaitlyn9@gmail.com,130000,3,4,Seattle,Washington,United States,98104,Partial College,0,2,Wasserstr 6465,NULL,1 (11) 500 555-0131,08-01-2012,0-1 Miles
8087,206,AW00018131,NULL,Ann,B,Malhotra,06-07-1961,S,Female,NULL,9992417763,ann10@gmail.com,110000,2,4,Sammamish,Washington,United States,98074,Partial College,1,4,"66+B6324, rue de Berri",NULL,1 (11) 500 555-0168,16-09-2011,5-10 Miles
8088,218,AW00018132,NULL,Adrienne,M,Blanco,20-12-1961,M,Male,NULL,9992976737,adrienne12@gmail.com,110000,2,4,Sammamish,Washington,United States,98074,Partial College,1,4,"10, rue Royale",NULL,1 (11) 500 555-0198,14-09-2011,5-10 Miles
8089,131,AW00018133,NULL,Karen,E,Smith,02-01-1978,S,Female,NULL,9990253624,karen8@gmail.com,120000,3,4,Snohomish,Washington,United States,98296,High School,1,4,Pascalstr 442,NULL,1 (11) 500 555-0143,07-02-2012,5-10 Miles
8090,120,AW00018134,NULL,Melody,NULL,Romero,22-01-1967,M,Male,NULL,9991272075,melody9@gmail.com,120000,3,4,Redmond,Washington,United States,98052,High School,1,4,Hunzinger Allee 292,NULL,1 (11) 500 555-0168,12-02-2012,5-10 Miles
8091,238,AW00018135,NULL,Blake,E,Diaz,13-12-1967,M,Male,NULL,9990036043,blake69@gmail.com,120000,3,4,Monroe,Washington,United States,98272,Partial High School,1,4,5311 Argyll Ave.,NULL,1 (11) 500 555-0174,04-11-2012,5-10 Miles
8092,254,AW00018136,NULL,Carl,R,Xie,03-09-1967,M,Male,NULL,9994226046,carl3@gmail.com,130000,3,4,Bellevue,Washington,United States,98004,Partial College,0,3,9233 Del Rey St.,NULL,1 (11) 500 555-0116,16-11-2012,5-10 Miles
8093,208,AW00018137,NULL,Gabriel,R,Kumar,10-07-1960,M,Male,NULL,9991592042,gabriel25@gmail.com,90000,2,1,Everett,Washington,United States,98201,High School,1,2,Midi-Couleurs,NULL,1 (11) 500 555-0132,03-09-2011,10+ Miles
8094,202,AW00018138,NULL,Walter,C,Alonso,08-08-1960,M,Male,NULL,9995589818,walter21@gmail.com,100000,2,3,Everett,Washington,United States,98201,High School,1,4,"3, rue Lamarck",NULL,1 (11) 500 555-0194,06-12-2013,2-5 Miles
8095,147,AW00018139,NULL,Jennifer,NULL,Washington,08-08-1971,M,Male,NULL,9996093101,jennifer86@gmail.com,120000,3,4,Seattle,Washington,United States,98104,Partial High School,1,4,Auf den Kuhlen Straße 2249,NULL,1 (11) 500 555-0188,23-02-2012,5-10 Miles
8096,171,AW00018140,NULL,Anthony,NULL,White,30-12-1960,M,Male,NULL,9994926046,anthony20@gmail.com,130000,3,4,Monroe,Washington,United States,98272,Partial College,0,3,Heiderweg 4725,NULL,1 (11) 500 555-0177,21-02-2012,5-10 Miles
8097,230,AW00018141,NULL,Deanna,NULL,Chandra,03-10-1966,M,Male,NULL,9993422381,deanna5@gmail.com,130000,3,4,Sammamish,Washington,United States,98074,Partial College,1,3,9340 Brook Way,NULL,1 (11) 500 555-0180,04-11-2012,0-1 Miles
8098,189,AW00018142,NULL,Riley,NULL,Bradley,12-10-1959,S,Female,NULL,9993026745,riley1@gmail.com,80000,3,1,Sammamish,Washington,United States,98074,Partial College,1,2,"5, rue de l´Avenir",NULL,1 (11) 500 555-0117,28-10-2013,10+ Miles
8099,199,AW00018143,NULL,Chad,NULL,Shen,14-05-1950,S,Female,NULL,9997426895,chad3@gmail.com,70000,5,1,Duvall,Washington,United States,98019,High School,1,2,"7755, rue Ste-Honoré",NULL,1 (11) 500 555-0164,05-10-2011,10+ Miles
8100,202,AW00018144,NULL,Katie,NULL,Chapman,03-11-1955,M,Male,NULL,9994172042,katie18@gmail.com,80000,5,0,Duvall,Washington,United States,98019,Bachelors,1,2,"37, rue Faubourg St Antoine",NULL,1 (11) 500 555-0133,30-11-2013,2-5 Miles
8101,154,AW00018145,Mr.,David,NULL,So,11-02-1961,M,Male,NULL,9993046207,david25@gmail.com,80000,5,0,Bellevue,Washington,United States,98004,Bachelors,0,2,Marketplatz 5193,NULL,349-555-0100,10-02-2013,2-5 Miles
8102,147,AW00018146,NULL,Eugene,NULL,Wang,26-12-1949,S,Female,NULL,9997758756,eugene5@gmail.com,90000,5,0,Everett,Washington,United States,98201,Partial College,0,2,Nollendorfplatz 5228,NULL,1 (11) 500 555-0159,23-10-2013,10+ Miles
8103,277,AW00018147,NULL,Katrina,J,Luo,22-04-1950,M,Male,NULL,9999985222,katrina5@gmail.com,170000,3,4,Carnation,Washington,United States,98014,Bachelors,1,3,6267 Eastgate Lane,NULL,1 (11) 500 555-0197,27-11-2012,0-1 Miles
8104,215,AW00018148,NULL,Jaclyn,NULL,Huang,13-05-1951,M,Male,NULL,9993374448,jaclyn6@gmail.com,60000,3,1,Monroe,Washington,United States,98272,Partial High School,1,3,"8201, rue Malar",NULL,1 (11) 500 555-0153,16-10-2011,2-5 Miles
8105,230,AW00018149,NULL,Rebekah,NULL,Blanco,07-03-1962,M,Male,NULL,9999471537,rebekah35@gmail.com,100000,2,3,Seattle,Washington,United States,98104,Bachelors,0,4,1388 Rolando Avenue,NULL,1 (11) 500 555-0134,04-04-2013,2-5 Miles
8106,215,AW00018150,NULL,Mitchell,NULL,Deng,17-01-1952,S,Female,NULL,9994676147,mitchell1@gmail.com,80000,5,0,Seattle,Washington,United States,98104,Partial College,1,2,"11, allée des Princes",NULL,1 (11) 500 555-0189,21-02-2013,10+ Miles
8107,208,AW00018151,NULL,Brendan,NULL,She,02-11-1957,S,Female,NULL,9991451783,brendan0@gmail.com,80000,5,0,Seattle,Washington,United States,98104,Partial College,0,2,"3686, quai de Grenelle",NULL,1 (11) 500 555-0137,23-03-2013,10+ Miles
